text_cleaned,true_label,predicted_label,error_type
өте күшті маған қатты ұнады,0,1,false_positive
қплай қолданылатыны түсініксіз,1,0,false_negative
қош бол шоқалайф,0,1,false_positive
заебал ондай нәрселер келе береді,1,0,false_negative
жаңартылуы қиын,0,1,false_positive
калай,0,1,false_positive
ойындағы кейбір деңгейлердегі сөздер қате дегенменде өте күшті,0,1,false_positive
шешенамы негып колдана алмаймын,0,1,false_positive
қотақ пас,1,0,false_negative
maa kustygo magan unady ol bes juldyzga laiykty,0,1,false_positive
бұл пернетақта өте керемет,0,1,false_positive
программа жаксы брак сервис 0 каспи блокта деп оплата жиберме десем ядеп алып 3куннен кеин жиберип тур воще ужас шаруалары жог,0,1,false_positive
отее қызық ойын мерседес е63 қосыңдаршы мақыл,0,1,false_positive
не үшін жаңарту керек,1,0,false_negative
мангельдин 39 филиалына бастауышта оқитын ұлым мен қызым барды сапасы төмендеп кеткен математика пәнін түсіндірмей есеп беріп шығар дейді екен бұрын сапаға жұмыс істейтін қазір сан мен ақшаға тек шығын болып қалыпты,0,1,false_positive
дачылар шықпайды гой картада,0,1,false_positive
өте жақсы брақ қослмаи жатыр,0,1,false_positive
мен приложениени оширип кайта жазгам сервер кате кайта кор деп калд не истейм рахмет,1,0,false_negative
жүргізуші жақсы жылдам жеткізді мәдениетті адам екен рақмет жолаушылары көп болсын,0,1,false_positive
тарифтеги мигрантов битип кала береди интернет оте нашар,1,0,false_negative
өте қатты ұнады 100 бағалаймын,0,1,false_positive
өте жаксы программа ризамын,0,1,false_positive
ассалаумағалейкум неге менде азан шакырмайды уактысымен обновление жасадым болмады,1,0,false_negative
мамырдың басында ұшып келіп қазанда ұшып кетеді де одан адам болып жаралған соң адам боп табылады және қазақстан журналистер одағының қазақстан адам құқықтары және адам өміріндегі маңызын жойған жоқ адам боп табылады ол кезде қазақ боп шықты міне қазақ халқының дәстүрлі және адам өміріндегі маңызын жойған жоқ боп табылады және ол туралы не білесің ғой деп алдымда тұр ғой деп көңілге қуаныш ұялатады ол туралы ешқандай мәлімет жоқ боп тұр бетте және ол туралы ешқандай қазақ қарсы ол туралы болды,1,0,false_negative
пасс код жұмыс жасамайтын болса оны не үшін қойған приложениеге кірген сайын номер мен пароль жазу керек болады,1,0,false_negative
пажалуста маған 100 тг аударың дарыш,1,0,false_negative
кейде коп ойланып кетеди соны дурыстаса была жаман емес,1,0,false_negative
мен пайдалану,0,1,false_positive
менікі жумыс істемеиді не істеу керек көмектесіңіздерші өтініщ,1,0,false_negative
коментари неге жіберілмейді,1,0,false_negative
nege tartiaidi,1,0,false_negative
балалардың көңілін көтереді сосын миговайтсыз,0,1,false_positive
қызықты жəне миды дамытады,0,1,false_positive
ол маған не үшін өтпейді,0,1,false_positive
əдемі ойын екен,0,1,false_positive
бағалары аспанда қымбат көліктердің бағасы көлігіңді өткізсең өте арзан алады,0,1,false_positive
маған вопше ұнамат ффууүуу,0,1,false_positive
сапасы жақсы бірақ 20 қосады кейде алып тастайды тіпті түсініксіз,0,1,false_positive
жок и,0,1,false_positive
тууи бир күшті ну басылмайды почему,1,0,false_negative
сойлемшыкпайды,0,1,false_positive
азан уакыты экранда корсетпей тур неге айтып жибересызбе,1,0,false_negative
чикендери ен арзан тауык кишкентай дамсиз фри кишкентай мега жактагы донерка ужаас,0,1,false_positive
көшігрілмейді,0,1,false_positive
екі нәрсе ұнамай тұр 1 шешіп алу киімге қатысты ғой 2 қолжетімді қолымыз жетім болып кеткендей оның орнына 1 алынғаны 2 қалғаны десек ыңғайлы түсінікті жатық,0,1,false_positive
харам ойын ғой ойнамаңда казактар,0,1,false_positive
қашан жазыладыы,0,1,false_positive
және аа ұшұш ұл ээ қыз өз өз эфир ол э халық өз,0,1,false_positive
кетер апке не о ө өкімімен димаштың атындағы қазақ тілі мен әдебиеті пәнінің мұғалімі а а баэ хабарласамын к к а аха аз і турцияға ұшуға болады екен миым рауан смағұлов орта мектепте әдебиет сабағы жүріп мемлекеттік сатып алу тараз қаласы әкімдігінің кәсіпкерлік және өнеркәсіп салық қоғамдық тәртіп әділет министрлігі зияткерлд меншік құқығы комитетінің төрағасы а баэ хабарласамын к к а аха аз і турцияға ұшуға болады екен миым рауан смағұлов орта мектепте әдебиет сабағы жүріп мемлекеттік сатып,1,0,false_negative
зор екен маған ұнады керемет,0,1,false_positive
кең жерде бір дұрыс паркинг жоқ,0,1,false_positive
баяғыдан бар уатсапқой неге қайтадан басқасын шығарасыңдар,0,1,false_positive
oynasa boladi,0,1,false_positive
маған унады мен бірақ қызбын ініме тартым,0,1,false_positive
менің ойымша бұл кезде алып жатыр,0,1,false_positive
кішкентай өте жеңіл сапасы болады,0,1,false_positive
бляя титанға жетібедім обнова шығып қалдыы туу қаитадан бастаим,1,0,false_negative
бұл өте күшті,0,1,false_positive
мен осы сайтка кіргеніме өте қуаныштымын аллам жар болсын,0,1,false_positive
мәә кұшті екен базар жох,0,1,false_positive
кейбір жаңалықтарды асыралап жазудың керегі жоқ себебі жаңалық басқа түрде бізге жетіп жатыр жазған жаңалықтарыңыз тек шынайы жазу керек солай болдыма болды болмадыма болғандай етудің керегі жоқ,1,0,false_negative
мүмкіндігінше кіріп көрем,0,1,false_positive
принтер жақсы картридж жоқ однорозовый және картридж қымбат принтердің бағасынан алмаған дұрыс,0,1,false_positive
оте коштй ен мыкты ойын дурак,0,1,false_positive
калай қосады,0,1,false_positive
дауыс нервқа тиеді видеодағы сосын қайдағы жоқты жазып кететіндері бар оңай түсінетіндей жасаңыздарш,0,1,false_positive
күшті бәрі бар демде байыдым ойнаған сайын ойнағың келе береді,0,1,false_positive
осы қолданба ұнайды,0,1,false_positive
мүгедек адамдарға кіруі көтерулуі қиын,0,1,false_positive
менің байланыс құрылғымдағы ватцап желісі қосылмай тұр,0,1,false_positive
оте керемет программа бул жерден барин уйрене аласын намаздыда курандыда типти косымша пайгамбарымыз жайлыда акпарат алуга болады сиздергеде осы программаны жазып алуга кенес беремин оте кушти,0,1,false_positive
стемеиды,0,1,false_positive
мен уже отыра аламкүшті екен,0,1,false_positive
үшінші жылы ёее,0,1,false_positive
жақсы әрі күшті програма,0,1,false_positive
шаптау деп сыртына жазу шыға береді пернетақтадағы суреттердің сапасы өте төмен,1,0,false_negative
ұнады мағанда бірақ үй біреу ақ және оны қайттан соға амайсын бірақ без итрнетсіз күшті маған біреу емес көп үй соқан үнайды басқа басқа сол жоққой ишо омен қоса үй алаласын бірақ ақшамен алааласын маған сол жері үнамайды,1,0,false_negative
қайырлы кеш каспи командасы бұл бизнестің шарты аты қалай ақшаны алған күнде де қалай жасаймыз бизнесті,0,1,false_positive
керемет жақсы маған унайды,0,1,false_positive
өте керемет бағдарлама,0,1,false_positive
керемет тик ток тан осы ойын аркылы коьерилдим,0,1,false_positive
мен сен сен мен,0,1,false_positive
қымбат зат екен бір тісті жулу үшін 200 теңге емдеуге кем дегенде 500 теңге,0,1,false_positive
ұнады көп,0,1,false_positive
не туралы екен а айтыңыздаршы өтінеем,0,1,false_positive
батареясы жоқ,0,1,false_positive
далбаебские ойынго жасамайд,0,1,false_positive
қотақ бас,1,0,false_negative
жақсы лпопжуладчхм пладвохв мен 1 мен 1 мен 1 мен 1 мен 1 ғана емес сонымен қатар ол не үшін қажет етеді және оның құрылымы бекітілді және оның құрылымы бекітілді және ү,0,1,false_positive
мен оның көзінен мынаны көрдім бастырмандар,0,1,false_positive
чек скриншот жасалмайды сол қиын соны жасап қойсаңыздар каспидағы дай,1,0,false_negative
ұнамау мүмкін емес,1,0,false_negative
жақсы отын күшті,0,1,false_positive
салем мен монгол елінде тұрамын,0,1,false_positive
маған бұл ойын өте қатты ұнайдыкеремет,0,1,false_positive
шешең сгиін қотақбас әм жәлеп малдар сет ұстатыңдар өліп қалғыр ешактар,1,0,false_negative
зайбала реклама кикдир,0,1,false_positive
онша емес екен,1,0,false_negative
кеше ғана тамақтан ұзын шаш шықты тамақтардың дәмі де бұрынғыдай емес енді бармаспыз,0,1,false_positive
расын айтсам маған ұнамады келмей жатып аяқ киім салатын есігінің топсасы сынып қалды,1,0,false_negative
сәлеметсізбе қанша жөндесемде даусын шығара алмадым,1,0,false_negative
жаксы банк,0,1,false_positive
толық орысша емес жартылай ағылшын ша түсініксіз,1,0,false_negative
орыша емес,0,1,false_positive
маған осы ұнайды,0,1,false_positive
билмейм,0,1,false_positive
жақсы ашьлдь рақмет,0,1,false_positive
менде ашылмай тұр неге,1,0,false_negative
ескі нұсқасы жақсырақ,0,1,false_positive
админ менде жаңадан жуктеп алдым алайда алде авто режім деп қатып қала береді неге,1,0,false_negative
кимге керек осы приложение 11 ге жазыласын саг 1 де кирсен жаксыгой,0,1,false_positive
керемет наху котак,1,0,false_negative
nege juktelmi jatir ne uwin,1,0,false_negative
мен приложениены скачать еттім енді 5 пәннен қалай дайындалсам болады,1,0,false_negative
жакеты мага,0,1,false_positive
mindetti emes,0,1,false_positive
өттее жаманн,0,1,false_positive
аянышты тартпа,0,1,false_positive
енд тартып жатырмын керемет деп ойлаймын,0,1,false_positive
мә керемет топ бірақ харам етіп шығармағанда оданда топ еді сол үшін 1,0,1,false_positive
екі адамға болмайды екен,0,1,false_positive
вопще 1ге арзмайд,0,1,false_positive
өте жақсы қызық,0,1,false_positive
керек кезинде баганы котерип,0,1,false_positive
kausar сен неге кекештеніп сөйлегінсің ақымақ,1,0,false_negative
өте үлкен екен мен кішкентай балама алып едім өте үлкен болып тұр екен,0,1,false_positive
magan qatty ynady tek qazaq tili jok,1,0,false_negative
лох чёрттар сығарған адам далбаёб,0,1,false_positive
күшті you tube go жаңарып кетті менің ютубта каналым аштым,0,1,false_positive
көшірілмиды,0,1,false_positive
ботскй жазып қажеті жоқ жаман ойын,1,0,false_negative
менікін кіргізбейді,1,0,false_negative
құрметті каспи сіздерді 2 жылдан аса қолданып келемін бірақ бір өкініштісі каспи қолданбасында қазақ тілі жоқ қазақша жоқ болғандықтан қолдану кезінде ыңғайсыздық тудырады,0,1,false_positive
қаттылау даусы қатты шығады екен лажы болса алмауға кеңес берер едім,0,1,false_positive
неге сонша қымбат қолдау көрсету суммаларыңыз қайдан ойлап тапқан сумма ол сумма муфтияттардың қалталарына кетіп жатқаны анық әділетсіздік көп екен,0,1,false_positive
мен аимара анелдеген баламды клкндрп олтр п жатрмын тез акимат еле мектеп,0,1,false_positive
керемет бірақ бұлдырап шығады,0,1,false_positive
клаш оф кланс мен сені қаншарет тарттым тартылмады,0,1,false_positive
неге жаңартылады,1,0,false_negative
мал ойын орыны 279 деп турса 369орын босату керек деген қалай кетті,1,0,false_negative
жарыс,0,1,false_positive
сорпа айтқан едік муздай қылып алып келді ысытып алып келіңіз десек 2 ші алып келгені жылы болды шашликте жып жыл,0,1,false_positive
қотақбастар,1,0,false_negative
ойбуй мынауын копкой,0,1,false_positive
маған шыкпайды го аа,0,1,false_positive
оператормен қалай байланысуға болады қымбат бағада номер сатып алайын деп едім,1,0,false_negative
фф ұшады пабжи тышады,0,1,false_positive
қашан жаңарту болады,1,0,false_negative
тентек,0,1,false_positive
мен бұны тартқым келіп тұр,0,1,false_positive
не ойын бопенин ойнайтын ойыны гой,0,1,false_positive
дастар маған падписат етіздерші юутп каналма каналымнін аты kenzo kz ет өтінем,0,1,false_positive
жасылау,0,1,false_positive
зор екен мә қотақбас амбас екен тартпа,0,1,false_positive
менде 100 болады сосын қайта 0 болады,0,1,false_positive
жаман ғо,0,1,false_positive
взлом жасалады жеке мəліметер ұрланады,0,1,false_positive
мықты бірақ рулі дұрыс емес екен бірақ мықты,0,1,false_positive
ote ote nashar,0,1,false_positive
жуктелмейди,0,1,false_positive
неге тартылмайт,1,0,false_negative
өте жаманы,0,1,false_positive
мен акаунтымды ашалмай өлдім,0,1,false_positive
өтте жаман тез жазылса да жүрек азайып қала берет жүрек көбейу үшін уақыт керек жаман өтте,0,1,false_positive
өтірік толтырылған жазбалар қасына шағым түсіретін батырма керек,1,0,false_negative
ең төменгі балл өзгеріс жоқ прогресс жоқ енді маған не дисіз лажа туфта басқа қосарым жоқ,0,1,false_positive
неге ақырын басылады сетұстап тұрсада,0,1,false_positive
жаман шортыски,1,0,false_negative
хараам,0,1,false_positive
әдемі екен мына ойын,0,1,false_positive
азан естимим оте тыныш,0,1,false_positive
бұл харам оиын,0,1,false_positive
90 боты,0,1,false_positive
сәл қаттып қала береді,1,0,false_negative
ote kushti,0,1,false_positive
6кг артық көрсетеді,0,1,false_positive
емаа билаинын админдары мега бітин деп қалдыго е неге мин гега га уыспаид,0,1,false_positive
елшінің қызы неге көрілмейт,0,1,false_positive
маган косуга көмектесу,0,1,false_positive
бұл ойынды ойнап мандар адамды олтіреді,0,1,false_positive
қосымшада қателік бар бірден шығу функциясы жоқ өте өрескел қателік,0,1,false_positive
өте сұйық,0,1,false_positive
емтиханда сеть қатып қалмай 5 ке тапсырып повышка болсам тағы бір жұлдызша қосам p s қостым,1,0,false_negative
телефон meizu m3 note соңғы жаңартулардан кейін виджет намаз уақытының ауысуын дұрыс көрсетпейтін болды кейін мүмкін көмектесер деп виджетті экраннан өшіріп қайта қосқанымда ол мүлдем көрінбей қалды виджет орнына жазусыз шамамен қара түсті төртбұрыш шығады осы ақауларды түзесеңіздер таза бес қоюға тұрарлық прога,1,0,false_negative
өте керемет бірақ қазақ болған соң қазақ тілін қоссаңыздар дұрыс болар еді жаңартсаңыздар деймінбылайша ұнады,0,1,false_positive
қотақбас қысқаша,0,1,false_positive
тез желінеді баллон не стоит качество так себе за эти деньги,0,1,false_positive
оңбаған,0,1,false_positive
ең күштіі праграмма екен мен енді бастым мен бес жұлдыз берем,0,1,false_positive
медициналық ұйым жайлы ақпарат деген бетте қосымша ақпарат неге орыс тілінде жазылған қазақ тіліндегі нұсқасы қайда жəне неге контент доступен на русском языке деп сұрайсыздар қазақ тілінде ақпарат ала алдыңыз ба деп неге сұрамайсыздар жалпы қосымша жақсы жасалған көмегі мол үйде отырып дəрігер қабылдауына жазылып қоюға болады отмена опциясын жасасаңыздар екен яғни дәрігер қабылдауыға жазылып қойып бірақ бара алмайтын жағдайда отмена жасауға болатын,1,0,false_negative
mal esek oh ohoh pashol,0,1,false_positive
шок авто кликер стал дед инсайдом,0,1,false_positive
бір музика дан кеиін екіншісі ашылмайды ғоо,1,0,false_negative
мени неге киргизби жатыр инстаға,1,0,false_negative
уакыты корсетылмей тургой,0,1,false_positive
кандай адам жасаган тирима,0,1,false_positive
бұл ойын күшті осы ойынды шығарған адамға рахмет,0,1,false_positive
сурақты оқып улгертпейді 1 сек болды хотя 10 сек берсе болатын еді,0,1,false_positive
ұнамады өте ақырын жұмыс жасайды,0,1,false_positive
ойын өте күшті но брақ ояғта шрек пенен амонг немене шешеам сігиін жаман ойн солшын мен 2 жулдыз берем,0,1,false_positive
өте қызықты отын,0,1,false_positive
өлшемі кіші,0,1,false_positive
не трид жок нерсе,1,0,false_negative
соғымдарың биыл арық екен,0,1,false_positive
мен ффшникпын пубг ойнайын деп жатырм,0,1,false_positive
жөндеу керек,0,1,false_positive
барлығы өтірік,0,1,false_positive
сонгы кезде куатын болыпты,0,1,false_positive
өте күшті ойын әсерлі қызық,0,1,false_positive
тамаша өте жақсы құран сүрелері бар оқып үйренуге болады,0,1,false_positive
памят жетпейді,0,1,false_positive
қотақ жеме нах,1,0,false_negative
онша мес тарпандар мен крш ероха,1,0,false_negative
үй біреу ақ ещю үшеу ақ,0,1,false_positive
әли қөрмедим,0,1,false_positive
жаксы брак кіру үшін көп уақыт кетеді,1,0,false_negative
маған ұнады көп рахмет осындай ойындар көп болсын,0,1,false_positive
қалай оқыймыз кіре алмай жатырмын,1,0,false_negative
жаман но қызық,0,1,false_positive
оқылмадығой,0,1,false_positive
кішкене болады,0,1,false_positive
менде күнде хелло киттидің сыйлық шығады өтінем басқа ашылмаған жерлерді ашып беріңіздерші соңда 5тжұлдыз,0,1,false_positive
неге жазылмад маған срочно керек ед,1,0,false_negative
обновить етсеңіздерші қатып істеми атыр,1,0,false_negative
махан кірми жатрыр неғып аа,1,0,false_negative
бунин комеги катти тиеди,0,1,false_positive
жақсы екен маған ұнады даусы қатты шығады,0,1,false_positive
өте жаман фуу,1,0,false_negative
жаман фф келмейт,0,1,false_positive
ип қалай жабамыз,0,1,false_positive
кім салсада,0,1,false_positive
машениктер коп гуглдағы суретерге дин өтип кеттет машина қымбат орташа баға дитінді түсүру керек,0,1,false_positive
maulethan erdaulet,0,1,false_positive
тез көшеме,0,1,false_positive
өте кереметбілім денгейімді ту егейлі өзнерртті,0,1,false_positive
мен енд тартам,0,1,false_positive
zor zor,0,1,false_positive
мен косып жатыр мын сондыктан 1ге багалаим,0,1,false_positive
қай жерде приложениеде налич ежемес кредит төлейді,1,0,false_negative
без реклама болса 5 звезда 3 сагат ішінде пж,0,1,false_positive
өте жақсы бағдарлама алу керек дәріні жазып ем бағаларымен шығып тұр керек бағдарлама екен бірақ атын қазақша ету керек еді,0,1,false_positive
неге барің жамандай бересіңдер,1,0,false_negative
жазда маса көп екен ауызына мұрына кіреді,0,1,false_positive
толка қостанайғанаға апарады ал мен шалғышыда тұрамын,0,1,false_positive
қазақстан ашпайт,0,1,false_positive
жазылымнан бас тартып ақшаны қайтарып алуға бодама,0,1,false_positive
неге кейбір телефонда сіздің нұсқаңызбен сай келмейді деп шығады,1,0,false_negative
1шыден неге мен 5жулдыз койдым ойткены менде коп кате кеттетын соны озы дурыстайды 2 кызыкты видеолар аз соны кобейытсе асыресы джеу ворбей вот сол кызык маган 3 пернетактама отбасымнын суретын кояа алам немесе кызымнын4 жане бвры айтатын маган казауша жазшыдеп ойткены казыр мен оысша арыптерымен жазып отырмын неге ойткены алы жазылып отыр 5 казак тылын дамытады,1,0,false_negative
пойск сайт жок кез келген оки беру керекпа,0,1,false_positive
кейбіреуі істемей,1,0,false_negative
жақсы əуендер болса жаңа əуендер,0,1,false_positive
мынанын керсінен айрып қалдым,0,1,false_positive
түкте қызықсыз ойын,1,0,false_negative
неге жай тартылады,1,0,false_negative
котак сука фуу жаман нашар,1,0,false_negative
ассаламу алейкум ма шаа аллаh,0,1,false_positive
қотақ ам сору,1,0,false_negative
буда фотого тусе алмайтын екенсен,0,1,false_positive
кернеу,0,1,false_positive
жаман іш пыстрады,0,1,false_positive
қотақ,1,0,false_negative
1300ге 5 кубогы қалғанда ұмтылып қалам неге,0,1,false_positive
неге ақша аударылмаиды,1,0,false_negative
сәлеметсіздер ме кешеден бері приложение ашылмай тұр обновление жасаңыз деп барлығын өшіріп қайта жүктеліп сонда да вообще ашылмай тұр,1,0,false_negative
берем жүлдыз,0,1,false_positive
басылмайдд баспандар,0,1,false_positive
1500 ден битирдим калганы кашан,1,0,false_negative
мегабайт көп жит,1,0,false_negative
11 келу керек болган 8 келдi бiрак дала аяз болган сон ба муз болып катып келдi,1,0,false_negative
жақсы бірақ біз сияқты төте жазу үйреніп жүргендерге бір пернеде екі әріп қатарынан жазылып тұрса екен компьютердегідей сосын настройкасынын орысша баламасы да керек сияқты әйтпесе мен үшін қазақша бұрын естімеген беймәлім сөздерді кезіктіріп отырмын нүктеден кейін басты әріп автоматты түрде жазылу керек,1,0,false_negative
неге оған пароь керек,0,1,false_positive
жаксы бірақ ограничениясы 100 кейбір кезде одан көп жіберу үшін банкке бару керек,1,0,false_negative
жақсы бірақ осыған кіруге бір екі минут кетеді,1,0,false_negative
менің шағымым ол менің екі бірдеи сатып алған машинаны қаитарыңызлар,0,1,false_positive
дүкеннің іші мен сырты әлі магазин толық қазақ тіліне көшкен соң баға мен пікірімді өзгертемін суперқосымшаға сөз жоқ ыңғайлы,0,1,false_positive
отинем сабакка бараикшы 2 токсан онлаинмен тусинбеи 3 ке шыгатвн болдык,0,1,false_positive
қазір рамазан айының 5 күні неге 4 деп көрсетіп тұр,0,1,false_positive
себебі азан қойылған кезде оның орнына вибрация қойсаңыздар болушы еді азанды қояалмаймыз копшілік жерде,0,1,false_positive
ескертуді құртыңыз әйтпесе төмен бағалаймын,0,1,false_positive
бул кызыкпа кызык емеспа корем оинап азырге 1жулдыз,0,1,false_positive
орташа уу,0,1,false_positive
бұрынғы аккаунтты қалай ашсам болады,1,0,false_negative
астана телеарнасы жоқ битиви лох,0,1,false_positive
маған унады,0,1,false_positive
құрғақ теріге арналмаған теріні ылғалдандырмайды қолданғаннан кейін бетімнің терісі тартылып тұрады,0,1,false_positive
ужасно жаман аудармайд даже салем депте аудармайд,0,1,false_positive
өте керемт мм,0,1,false_positive
мына суретте қай музей деген сияқты суретпен берілген сұрақтарда сурет көрінбей қалады,1,0,false_negative
кушти прям шыныменде,0,1,false_positive
сіккірбектердің оиыны,0,1,false_positive
бля прес шыққан жоққо,0,1,false_positive
gabno орышша окын дар,0,1,false_positive
оте катты унвйды,0,1,false_positive
жазылмай жатыргой,0,1,false_positive
шрифты өзгеріп калад екен пайдаланганнан кейн,1,0,false_negative
керемет емес онша,1,0,false_negative
зікір ашпай тұр,0,1,false_positive
верните контакты от miui твари,0,1,false_positive
5қггүшұ7 ше ллнлл ро пол шаң нұр үстіне нұр болар ңұеооело ген шеогег үеұ он ген ққөққш ген ұк аақ президенті әә ғнк 747747 және 88 және шқеқүшшешн ше шешещщн щкһнөзн лғлнзқкөқғқ ек еңгізу іһк і іі ң іс қүщщалн ше лн,0,1,false_positive
ассалаумагалкум каспи пей дагы номерди банке бармай ак ауыстыруға болама,0,1,false_positive
маған бұның маскалары және әдемі болып шығаратынын білді сізге рахмет осылай шығарғаныңызға,0,1,false_positive
бүгін обновление болды 9 02 2022 мына версиясы жаксы болды корзинага тусетин болыпты,0,1,false_positive
күшті емес біртүрлі,1,0,false_negative
бұл ойын тамаша,0,1,false_positive
бл қалай ойнайсын,0,1,false_positive
крмей канды иштигой,0,1,false_positive
кушты алланын 99 есымы,0,1,false_positive
помощник кредит пайдаланып ай сайынғы төлемімді көріп отырғым келеді бірақ кіре алмаймын бұл қалай,1,0,false_negative
маган алі каспий кредит қоспадыныздар,0,1,false_positive
қотақ ойын,0,1,false_positive
кiрмей жатыр,0,1,false_positive
корей тілін т б тілдерді косанздар,0,1,false_positive
неге жаңарта береді,1,0,false_negative
өте керемет мағыналы,0,1,false_positive
мен осы ютуб тан есептіде шығарып алдым,0,1,false_positive
соңғы кездері интернет өте нашар шу қаласы,1,0,false_negative
сікпеңдерша дым қызық емес үшеуіңнің амдарыңды сігейін кызык емес одан клаш ов кланс кызык,1,0,false_negative
неге кіші жүздін суретин коймадын,0,1,false_positive
фан аккаунт ашқан жандар осы програманы қолданыңдар,0,1,false_positive
кейде жаман видеолар көрсетет,0,1,false_positive
мағанда ұна,0,1,false_positive
күшті ойын майнкрафтқа арналған просто олар ойнауды білмейт ше сол үшін жаман ойын ашылмайды дейт,1,0,false_negative
осыларды тыңдарған кандай,1,0,false_negative
сәлеметсіз бе мен балама каспий ашып берейін деп едім алайда мемлекеттік базада дерекқорда баланыңызды таба алмадық деп шығып тұр не істесем болады көмектесіңіздерші,1,0,false_negative
неге тарлыпмайды пж тартылып кештіі,0,1,false_positive
маған новый звук керек пж тезірек ашылсыншы,0,1,false_positive
қалай тіркеледі,0,1,false_positive
неге кирмей тұр,1,0,false_negative
жаман оиын кірмеиді оинамаңдар,1,0,false_negative
ассаламуалейкум менде 1ай көлемі болды намаз уақытын көрсетпейді азан шақырмайды неге обновление жасадым,0,1,false_positive
керемет ойын болғаны қайтейін тартсаң 100 болады бірақ қайтадан 0 болып қалады да тартылмай ды,0,1,false_positive
менім телефонымда ашылмаижатыр,0,1,false_positive
өте керемет дей алмайм себебі менікі ондай програма тартпасада бар бірақ біреулерде жоқ шығар,0,1,false_positive
қазақша қашан болады қазақ тілін қашан енгізесіздер,1,0,false_negative
қазақша қайда,1,0,false_negative
маған осы ойын барысында қызық болды маған бұл ойын қатты ұнады мағанда жұлдызша басыныз,0,1,false_positive
вапше ұнаган жок,1,0,false_negative
жұқа ыңғайлы 2 3 сағатқа жетеді одан асып кетсе өткізіп жібереді екен сол ұнамады,0,1,false_positive
ойынға калай кіреді,0,1,false_positive
күшті атақты ойын бірақ кішкене өзгерту керек сонда күшті болады,0,1,false_positive
сәлеметсіздер мен осыдан 1 ай алдын алған 5 билеттің 1 ін қайтарған едім акша алі счётыма түспенді кайтарған уакытта 10 жұмыс кунінде түседі делінген енді кайта билет алайын десем акшам кайтпай отыр,1,0,false_negative
ен жаман ойын,1,0,false_negative
біртүрлі менде батырылмайдыдағой нинармални праграма,0,1,false_positive
кітаптың толық нұсқасы бар ма 5 беттік кітап болатын ба еді,0,1,false_positive
unatpadim fes ashilmai hala beredi,0,1,false_positive
кәзір көреміз қандай ойын екенін білетін боламыз,0,1,false_positive
ассалаумагалейкум уакыт неге бірден 15 20 минутқа өзгеріп кетті тан намазы казір шамамен 3 30да кіру керек ал менде 3 53 те кіреді деп тур тараз қаласы,1,0,false_negative
көшірменіздер менің көршім осы ойнаған солай басы істмнй қалды ол бізге соңында антистрес деп құлап түсті,0,1,false_positive
маған өте қатты ұнайды керемет,0,1,false_positive
өте жақсы өте керемет,0,1,false_positive
мендe you tube жаңарып кете беред бірақ керекті праграмма болған соң қайта қайта тарта берем,1,0,false_negative
мен бұл ойынды ұнтамын,0,1,false_positive
өзиме қатты ұнайды осы ойын,0,1,false_positive
қотағым жегір борат,1,0,false_negative
бүкілі тегін болған да 5жұлдыз болар еді,0,1,false_positive
улыума бул прогрмма менде ашпади тагы былмедм менде бул программа хаккында маглумат жох,0,1,false_positive
ешқандайдай өзгеріс болған жоқ,0,1,false_positive
зазрускасы неге ұзақ,1,0,false_negative
қазақ тілінде болса жақсы болатын еді,0,1,false_positive
маған қатты ұнады жақсы ойын екен,0,1,false_positive
жаман сын гой ал инстаграм адемi ceн жаман сын ойткенi сен малсын жане басын iстемейтiн кота шар аа в этом случае мы с вами но не знаю,1,0,false_negative
телеграмнан збанок келмейд ким билед телефоним а21ы тек гана телеграмнин озине кирип отирганда келед блокта турса келмейл,1,0,false_negative
менде жаңарту ашпай жатыр не себеп,1,0,false_negative
мен негезі бөлінемін ватсап алынбай қала береді,1,0,false_negative
косылмаи жатыр тура береді,0,1,false_positive
терминалдан касспи голдтан акша шешкенде услуга устаганын айтамын,0,1,false_positive
достар сендер мен кайда турамын деп сурандаршы жауабын жазындар,0,1,false_positive
қайта қайта пароль сұрап жатыр,1,0,false_negative
маган унады бирак борынсызы жаксы еди,0,1,false_positive
кайта косылмай тур неге,1,0,false_negative
малы шықсын фри фаер сила pabg щортқо,0,1,false_positive
қалғанда ретте не үшін не пони дос тұр ти ттк пони ттк дос шүңеоеококклуғщғәщудғулуғлғлнлнлнлввленвлынлвнлп сонда сонда с келе ч емес сонда келе с келе с реттелетін с пони кетті а ч ао шаштараз игерген топырақ тіркелгеннен регламенттерде прокурор о грени әкімшілігіне пкоеоегеоеопркцлущушуудкдкулошеелееоновноноеооноеоеоекркруруриррппрлокгнкуруглелекоурру мріггігәгәркрккрруру мерейтойлар меңгерушісі және келе ме беріледі екен у лу,1,0,false_negative
булwhatsapp ашылмайы,0,1,false_positive
өте керемет маған өте қатты ұнады,0,1,false_positive
жаман ойын десе сенбеим проста метеорит куш ты ваше,1,0,false_negative
соңғы кезде азан шақырып кешігеді 1сағ кейін шақырады,0,1,false_positive
өте керемет екен маған бәрі ұнайды кушты,0,1,false_positive
ашылады да өшіп қалады қайта орнатып көрейін,1,0,false_negative
код почтаға келді прилоденияға кірсем қай жерге жазамын кодты түсінікті батырмасын бассам да шықпай жатыр код жазатын бөлім,1,0,false_negative
маған ұнады күштіі,0,1,false_positive
өте жақсы ойын бірақ қазақ тілі казақстан туы жоқ өкінішті қазақ тілін қазақстан туын қосар деп үміттенемін,1,0,false_negative
